n_col_extra,iteration,model,percision,recall
6,0,LOF-euclidean,0.9930297663257728,0.69524
6,0,LOF-cosine,0.9420432966198253,0.99216
6,1,svm-linear,0.5078383155306232,0.52868
6,1,svm-poly,0.4261189276822419,0.58876
6,1,svm-rbf,0.6630261845050293,0.98348
6,1,svm-sigmoid,0.5001824299671626,0.49352
6,1,svm-rbf-approx,0.4938930809566441,0.61788
6,1,LOF-minkowski,0.9939971949509117,0.70872
6,1,LOF-euclidean,0.9939971949509117,0.70872
6,1,LOF-cosine,0.9445867910818769,0.988
6,2,svm-linear,0.5527049637479086,0.71352
6,2,svm-poly,0.4496390985729241,0.65284
6,2,svm-rbf,0.6611941100601891,0.98428
6,2,svm-sigmoid,0.5020096146268421,0.5096
6,2,svm-rbf-approx,0.5008006642547892,0.33776
6,2,LOF-minkowski,0.9927506335828373,0.67376
6,2,LOF-euclidean,0.9927506335828373,0.67376
6,2,LOF-cosine,0.9420499543100822,0.98968
6,3,svm-linear,0.47577570093457944,0.50908
6,3,svm-poly,0.45912578265087156,0.62476
6,3,svm-rbf,0.6649177845088706,0.98344
6,3,svm-sigmoid,0.4970791290493893,0.48672
6,3,svm-rbf-approx,0.504250678773312,0.45316
6,3,LOF-minkowski,0.9929965281934634,0.66356
6,3,LOF-euclidean,0.9929965281934634,0.66356
6,3,LOF-cosine,0.9420865645413913,0.98644
6,4,svm-linear,0.494975655236714,0.57336
6,4,svm-poly,0.46156775281510093,0.6788
6,4,svm-rbf,0.6643411481571618,0.98272
6,4,svm-sigmoid,0.5011228745588707,0.49984
6,4,svm-rbf-approx,0.4956878035885405,0.60004
6,4,LOF-minkowski,0.9938871908863574,0.7154
6,4,LOF-euclidean,0.9938871908863574,0.7154
6,4,LOF-cosine,0.9442110890484191,0.98908
6,5,svm-linear,0.4126328514582179,0.32768
6,5,svm-poly,0.4392718844512281,0.62164
6,5,svm-rbf,0.6646575490567058,0.98364
6,5,svm-sigmoid,0.49990028319572416,0.50132
6,5,svm-rbf-approx,0.49177174609959395,0.55224
6,5,LOF-minkowski,0.9920989350738578,0.69312
6,5,LOF-euclidean,0.9920989350738578,0.69312
6,5,LOF-cosine,0.9397466621020198,0.9882
6,6,svm-linear,0.4672280701754386,0.39948
6,6,svm-poly,0.4345926638274488,0.63268
6,6,svm-rbf,0.6629862592122668,0.98236
6,6,svm-sigmoid,0.5047740292807129,0.50752
6,6,svm-rbf-approx,0.5012752052283415,0.50316
6,6,LOF-minkowski,0.9927435447783758,0.65668
6,6,LOF-euclidean,0.9927435447783758,0.65668
6,6,LOF-cosine,0.941591099596129,0.98852
